food_name,Meal type,Category,Standalone dish,Veg/Non Veg,servings_unit,unit_serving_energy_kj,unit_serving_energy_kcal,unit_serving_carb_g,unit_serving_protein_g,unit_serving_fat_g,unit_serving_freesugar_g,unit_serving_fibre_g,unit_serving_sfa_mg,unit_serving_mufa_mg,unit_serving_pufa_mg,unit_serving_cholesterol_mg,unit_serving_calcium_mg,unit_serving_phosphorus_mg,unit_serving_magnesium_mg,unit_serving_sodium_mg,unit_serving_potassium_mg,unit_serving_iron_mg,unit_serving_copper_mg,unit_serving_selenium_ug,unit_serving_chromium_mg,unit_serving_manganese_mg,unit_serving_molybdenum_mg,unit_serving_zinc_mg,unit_serving_vita_ug,unit_serving_vite_mg,unit_serving_vitd2_ug,unit_serving_vitd3_ug,unit_serving_vitk1_ug,unit_serving_vitk2_ug,unit_serving_folate_ug,unit_serving_vitb1_mg,unit_serving_vitb2_mg,unit_serving_vitb3_mg,unit_serving_vitb5_mg,unit_serving_vitb6_mg,unit_serving_vitb7_ug,unit_serving_vitb9_ug,unit_serving_vitc_mg
Spaghetti with meat balls and tomato sauce,Main Course,Lunch/Dinner,,N,shallow dish,3662.17,878.84,58.12,31.16,59.14,10.37,6.2,13449.42,14710.55,26904.78,89.75,226.85,450.51,85.05,1051.13,849.54,3.96,0.39,14.22,0.01,1.67,0.06,5.02,45.5,20.72,18.7,0,50.53,0,63.03,0.35,0.29,7.61,1.76,0.47,6.5,63.03,44.09
Spaghetti with paneer balls and tomato sauce,Main Course,Lunch/Dinner,,,shallow dish,3276.77,785.99,63.09,19.6,51.75,15,6.2,10789.82,11130.55,26480.38,12.75,400.25,392.51,74.7,989.34,564.95,2.72,0.35,21.47,0.05,1.72,0.06,2.62,40.5,20.54,18.75,0,50.53,0,98.36,0.24,0.15,2.86,1.05,0.29,12.92,98.36,44.09
Lasagne with meat sauce,Main Course,Lunch/Dinner,,N,dish,4702.51,1124.63,95.51,51.49,60.95,18.45,8.4,26667.73,25252.46,4002.21,156.15,436.77,744.99,146.94,658.03,1577.44,8.77,0.67,24.9,0.02,1.49,0.1,8.09,189.9,2.66,31.92,0,97.43,0,112.65,0.55,0.66,11.85,3.52,0.82,12.86,112.65,80.17
Lasagne with vegetables,Main Course,Lunch/Dinner,,,dish,3626.91,865.02,103.75,29.96,37.96,24.03,11.66,18624.06,13006.49,2920.63,49.35,577.89,572,232.94,716.66,2221.88,10,0.91,24.37,0.05,2.75,0.1,4.09,221.1,5.37,26.22,0,405.51,0,286.76,0.94,0.59,6.55,2.4,0.85,18.88,286.76,179.9
Home made egg noodles,Noodles,Lunch/Dinner,,N,curry bowl,2262.44,541.78,96.55,14.73,9.84,2.33,3.59,1779.77,5798.77,1258.44,86.08,35.9,186.93,41.71,398.71,202.73,2.58,0.23,4.12,0.01,0.82,0.01,1.28,43.12,0.65,8.75,0.26,5.18,3.61,30.08,0.2,0.09,1.06,1.16,0.13,5.97,30.08,0
Sour lentils (Khatti dal),Main Course,Lunch/Dinner,,,curry bowl,527.96,126.18,21.9,8.04,0.45,4.54,4.43,70.44,64.27,189.18,0,30.07,111.49,36.24,419.32,357.34,3.09,0.35,15.05,0.01,0.67,0.2,1.25,0,0.09,2.1,0,3.98,0,22.49,0.13,0.06,0.78,0.49,0.1,1,22.49,1.88
Urad special dehusked,Main Course,Lunch/Dinner,,,curry bowl,770.28,184.84,23.59,8.36,5.77,3.52,6.66,3089.8,1382.64,607.58,12.3,43.67,148.25,75.95,291.66,621.17,2.21,0.28,7.39,0.01,1.02,0.12,1.22,46.1,0.45,5.72,0,13.24,0,54.46,0.1,0.05,0.98,1.14,0.18,2.57,54.46,17.4
Arhar with spinach (Arhar dal aur palak),Main Course,Lunch/Dinner,,,curry bowl,885.36,213.09,19.22,8.27,11.11,0.93,5.22,6056.89,2808.11,964.9,24.6,87.96,131.38,95.94,443.5,829.24,3.61,0.48,5.46,0.02,1.25,0.22,1.19,92.2,1.34,1.39,0,180.6,0,105.9,0.23,0.1,0.98,0.53,0.19,2.28,105.9,18.79
Moong dal with vadi,Main Course,Lunch/Dinner,,,curry bowl,360.7,87.28,3.61,1.44,7.42,1.62,1.43,4178.62,1890.09,585.16,17.22,10.83,24.55,14.42,407.29,122.01,0.66,0.07,0.09,0,0.35,0.06,0.21,64.54,0.56,2.36,0,7.08,0,11.52,0.03,0.02,0.26,0.13,0.07,0.79,11.52,10.19
Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru),Soup,Lunch/Dinner,,,curry bowl,434.9,104.25,13.14,4.41,3.44,3.24,6.22,431.18,836.11,1773.03,0,64.56,82.35,57.17,405.88,509.39,2.28,0.29,3.79,0.02,0.69,0.35,0.64,0,1.3,11.79,0,50.69,0,28.68,0.13,0.1,1.12,0.32,0.14,0.95,28.68,17.27
Rasam with lemon (Nimmakaya rasam/Nimmakaya charu/Elumichai rasam/Nimbe hannina saaru),Soup,Lunch/Dinner,,,curry bowl,401.54,96.27,11.22,4.36,3.45,1.75,6.06,437.86,835.06,1779.99,0,61.36,79.71,55.13,405.28,491.06,2.03,0.27,3.8,0.01,0.68,0.28,0.63,0,1.3,11.02,0,50.64,0,28.91,0.12,0.1,1.08,0.33,0.14,0.93,28.91,19.71
Green gram whole with baghar (Sabut moong dal with tadka),Pulses,Lunch/Dinner,,,bowl,595.98,143.19,15.34,7.29,5.6,0.33,6.81,3054.25,1400.54,525,12.3,56.51,117.41,73.52,410.11,434.87,2.27,0.34,7.2,0.01,1.2,0.27,0.94,46.1,0.44,1.81,0,8.84,0,45.28,0.15,0.09,0.76,0.64,0.13,0.53,45.28,0.48
Urad sabut special,Main Course,Lunch/Dinner,,,bowl,1454.03,350.76,22.23,10.29,24.13,3.82,9.5,14001.16,6176.31,1614.83,59.1,94.76,188.33,90.81,265.47,708.94,3.14,0.35,11.07,0.01,1.36,0.29,1.48,232.25,1.59,18.32,0,36.41,0,80.51,0.18,0.15,1.41,1.52,0.3,2.54,80.51,28.45
Kabuli channa curry,Curry,Lunch/Dinner,,,bowl,1021.69,243.87,27.13,10.39,10.87,4.41,3.97,1377.88,2235.58,6371.83,0.55,113.91,164.6,83.24,434.06,675.69,3.39,0.5,1.27,0.01,2.42,0.12,1.57,1.4,5.31,7.58,0,30.15,0,93.09,0.21,0.14,1.28,0.91,0.34,1.8,93.09,16.22
Besan gatte curry,Curry,Lunch/Dinner,,,bowl,2024.48,484.17,41.56,19.83,27.41,11.5,8.3,5726.04,6016.18,13710.09,7.15,386.26,328.76,94.83,910.85,702.03,4.84,0.33,8.23,0.03,2.07,0.19,2.28,18.2,10.72,5.17,0,30.51,0,135.02,0.3,0.31,1.74,1.19,0.37,11.11,135.02,13.39
Dry masala chops,Snack,Lunch/Dinner,,,chops,831.66,199.37,4.87,13.4,14.08,3.35,1.26,1214.08,1286.05,3268.07,3.3,165.68,152.8,15.74,123.21,324.69,2.05,0.05,0.79,0,0.51,0.05,0.34,8.4,2.52,0.69,0,6.7,0,15.19,0.14,0.18,4.27,0.23,0.07,1.31,15.19,1.87
Mutton korma,Main Course,Lunch/Dinner,,N,bowl,1765.39,423.78,9.28,25.99,31.28,5.99,2.85,4280.72,3543.29,6630.1,14.3,289.75,277.72,31.63,208.65,607.86,4,0.11,0.92,0,0.6,0.03,0.6,66.6,5.12,0.91,0,11.69,0,31.82,0.27,0.31,8.5,0.43,0.12,2.91,31.82,5.54
Shahi keema kofta curry,Curry,Lunch/Dinner,,,bowl,10626.7,2580.27,10.69,25.55,270.44,4.81,5.59,38087.98,58643.32,161365.8,92.4,89.54,287.86,74.42,645.05,738.24,4.16,0.33,3.01,0.01,1.61,0.23,4.8,6,125.07,9.81,0,46.76,0,34.57,0.22,0.26,6.48,1.47,0.42,4.93,34.57,20.97
Minced meat ball curry,Curry,Lunch/Dinner,,N,bowl,1702.27,409.6,10.66,25.43,29.28,4.75,5.55,9139.34,9123.67,8770.62,92.4,88.95,283.18,70.78,634.46,724.11,3.75,0.3,3.07,0.01,1.75,0.24,4.77,6,6.44,9.92,0,31.78,0,33.86,0.22,0.26,6.43,1.46,0.41,4.94,33.86,20.62
Boti kebab,Snack,Lunch/Dinner,,,kebab,303.15,72.66,1.67,5.04,5.07,1.14,0.41,328.61,390.94,1053.41,0.66,53.97,52.29,5.46,42.74,121.22,0.77,0.02,0.29,0,0.1,0,0.1,1.68,0.8,0.46,0,1.19,0,6.58,0.06,0.06,1.7,0.08,0.03,0.39,6.58,4.52
Mutton seekh kebab,Snack,Lunch/Dinner,,N,kebab,252.13,60.25,1.4,5.06,3.79,0.63,0.85,51.04,194.14,115.77,0,52.83,47.66,8.92,45.96,121.28,0.99,0.04,0.23,0,0.23,0.06,0.1,0,0.1,0.42,0,3.72,0,5.3,0.06,0.04,1.78,0.05,0.02,0.29,5.3,3.97
Indian lamb and egg curry (Nargisi kofta),Curry,Lunch/Dinner,,N,kofta,5409.01,1312.54,8.09,15.01,135.64,2.92,2.33,19587.38,29550.84,80101.38,172.18,50.46,183.98,31.52,224.54,335.4,2.16,0.15,16.34,0,0.44,0.07,2.18,98.07,62.41,2.37,0.31,15.67,5.48,44.36,0.12,0.18,2.34,1.17,0.24,9.51,44.36,7.67
Soya chunks sweet and sour (Nutrinugget sweet and sour),Main Course,Lunch/Dinner,,,bowl,9517.52,2312.3,15.11,13.17,258.45,5.06,3.96,30475.44,51413.06,155443.6,108.5,64.12,192.41,51.83,10421.17,514.44,3.23,0.2,6.05,0.01,0.73,0.03,0.8,56.24,120.86,4.86,0.32,29.93,4.51,40.59,0.07,0.05,0.73,0.62,0.17,10.57,40.59,37.78
Soya chunks korma (Nutrinugget korma),Main Course,Lunch/Dinner,,,bowl,1359.37,326.86,19.08,9.6,23.62,11.6,6.39,5592.86,5317.68,10745.21,8.25,223.1,233.85,83.48,370.5,627.39,2.94,0.37,3.63,0.01,2.02,0.31,1.55,21,8.13,3.13,0,21.34,0,49.69,0.15,0.25,0.83,0.82,0.29,4.67,49.69,11.59
Mushroom matar,Main Course,Lunch/Dinner,,,bowl,771.96,186.06,14.02,7.34,10.8,3.66,8.24,1365.42,2132.62,6730.59,0,56.33,111.14,57.08,162.03,564.92,2.14,0.26,1.04,0.01,1.48,0.11,0.96,0,5.25,27.19,0,55.78,0,54.07,0.19,0.06,1.59,0.86,0.29,9.27,54.07,39.15
Soya chunks and peas (Nutrinugget matar),Main Course,Lunch/Dinner,,,bowl,763.76,184.17,12.97,6.75,11.39,3.66,6.37,1427.69,2288.52,6972.79,0,45.3,77.87,50.7,158.19,386.72,2.2,0.24,1.04,0.01,1.47,0.11,1,0,5.43,14.87,0,48.28,0,52.1,0.2,0.05,1.2,0.61,0.23,3.73,52.1,39.15
Vegetable yakhni,Main Course,Lunch/Dinner,,,bowl,9593.13,2329.72,11.13,6.74,251.28,8.23,3.52,31726.84,54889.79,153879.5,11,250.58,196.78,44.78,218.33,475.07,1.4,0.13,4.13,0.01,1.08,0.08,1,28,118.24,1.88,0,21.96,0,60.84,0.1,0.29,0.46,1.07,0.13,5.27,60.84,5.43
Spinach mushroom (Palak mushroom),Main Course,Lunch/Dinner,,,bowl,583.24,140.54,8.72,5.73,8.72,2.94,6.7,2917.34,1793.93,3320.54,8.52,146.8,106.04,153.8,209.42,1227.78,4.97,0.35,3.25,0.05,2.06,0.04,0.96,38.32,4.13,14.99,0,508.28,0,232.9,0.28,0.18,1.15,0.7,0.36,11.2,232.9,60.21
Vegetarian nargisi kofta curry,Curry,Lunch/Dinner,,,kofta,5464.08,1325.26,26.25,9.13,131.43,6.57,3.44,18656.02,27372.68,79521.77,4.13,187.88,169.76,44.48,293.49,589.32,1.53,0.19,8.36,0.04,0.54,0.08,1.34,21.83,61.72,3.88,0,21.71,0,57.94,0.11,0.08,1.3,0.64,0.17,8.74,57.94,27.25
Roast chicken,Main Course,Lunch/Dinner,,N,joint,1111.52,266.62,0.13,27.32,17.42,0.06,0.04,4928.83,2807.88,674.55,92.91,18.15,224.47,25.8,95.64,373.45,1.05,0.34,23.22,0,0.03,0.01,0.98,80.55,0.5,0.03,1.73,0.78,34.75,13.16,0.13,0.08,10.08,1.44,0.66,5.17,13.16,0.3
Shahi chicken masala,Main Course,Lunch/Dinner,,N,bowl,2376.79,571.54,14.19,34.3,41.96,9.98,3.36,10080,8333.86,13694.26,86.51,288.68,433.48,75.97,497.75,806.22,3.12,0.49,36.58,0.04,0.82,0.09,2.2,70.75,10.44,3.74,1.66,19.35,33.36,65.41,0.21,0.21,10.29,1.86,0.78,13.79,65.41,9.92
Tomato chicken,Main Course,Lunch/Dinner,,N,bowl,821.02,196.84,3.76,18.63,11.84,1.64,2.51,1207.71,1810.24,3007.26,49.24,37.43,167.67,37.53,184.77,444.46,1.53,0.3,14.96,0,0.31,0.05,0.85,5.57,2.42,9.81,1.1,27.64,22.24,24.19,0.13,0.08,6.98,1.12,0.52,4.35,24.19,24.53
Creamy chicken,Main Course,Lunch/Dinner,,N,bowl,1386.04,332.36,6.8,29.39,20.82,4.59,1.51,4142.88,3433.69,4447.78,85.41,109.52,297.35,46.84,211.08,582.58,1.79,0.39,23.01,0,0.39,0.02,1.39,60.4,3.46,0.76,1.66,20.12,33.36,32.64,0.17,0.2,9.96,1.74,0.74,7.27,32.64,7.46
Broccoli chicken ala king,Main Course,Lunch/Dinner,,N,bowl,1181.22,282.27,12.6,18.83,17.88,5.87,4.54,8611.88,3839.76,864.54,65.74,173.19,262.65,45.5,245.56,701.77,1.83,0.23,11.14,0,0.38,0.02,1.59,145.78,2.16,0.06,0.69,185.8,13.9,105.46,0.23,0.34,5.02,1.61,0.45,8.41,105.46,79.81
Ginger chicken,Main Course,Lunch/Dinner,,N,bowl,2066.26,495.91,21.5,31.65,31.64,7.48,4.66,3574.5,5382.62,13495.4,73.86,70.68,292.87,76.72,1404.63,878.69,3.7,0.5,26.27,0.01,1.53,0.05,1.52,8.35,10.34,6.45,1.83,24.91,33.36,64.3,0.2,0.17,10.87,2.13,0.88,10.74,64.3,49.96
Chicken sweet and sour,Main Course,Lunch/Dinner,,N,bowl,10301.52,2499.6,14.97,38.86,267.27,5,3.24,31354.64,52442.26,155484,182.36,123.41,435.01,73.27,10164.41,861.84,5.24,0.51,28.32,0.01,0.68,0.03,2.08,64.59,121.02,4.86,1.98,29.93,37.87,50.11,0.18,0.12,10.38,1.99,0.79,15.5,50.11,37.78
Chicken korma,Main Course,Lunch/Dinner,,N,bowl,2140.42,513.46,18.84,34.12,33.57,11.53,6.31,6469.91,6346.34,10778.71,82.11,238.28,427.6,102.63,413.7,963.1,3.68,0.65,25.91,0.01,1.96,0.31,2.34,29.35,8.29,3.08,1.66,21.02,33.36,58.86,0.26,0.32,10.47,2.19,0.9,9.59,58.86,10.02
Bengal fish curry (Bengali machli curry),Curry,Lunch/Dinner,,N,bowl,1422.2,339.76,13.72,22.55,21.82,7.41,5.98,4882.74,10374.07,4498.75,43.21,137.97,295.17,85.75,237.14,645.72,2.63,0.26,30.59,0.02,2.7,0.14,1.36,34.51,1.43,3.66,0.61,24.44,0.99,46.45,0.14,0.11,2.05,1.56,0.29,3.41,46.45,9.39
Fish finger,Snack,Lunch/Dinner,,N,fillet,9920.85,2408.26,19.85,25.09,247.62,0.76,1.51,32253.79,51139.25,153253.3,133.06,50.48,301.07,53.97,459.32,600.57,1.69,0.17,40.59,0.01,0.21,0.02,1.15,79.81,119.81,0.77,0.82,16.54,4.64,34.81,0.13,0.1,2.2,1.75,0.24,5.29,34.81,14.13
Fish in coconut milk (Nariyal ke doodh ke saath machli),Main Course,Lunch/Dinner,,N,dish,1171.61,280.64,8.89,28.19,14.43,5.04,4.93,6896.5,1603.87,3372.28,55.78,71.43,323.2,76.39,240.68,619.8,2.98,0.32,77.49,0.02,0.79,0.09,1.24,19.61,3.5,3.51,0.26,22.19,6.3,38,0.13,0.16,3.6,1.93,0.26,8.96,38,10.71
Prawn curry (with coconut) (Jhinga curry),Main Course,Lunch/Dinner,,N,bowl,1304.92,313.44,8.88,24.44,19.83,5.82,4.48,7056.7,2969.37,6806.91,106.2,106.57,330.32,102.05,1075.42,431.04,2.74,0.67,71.9,0.04,0.52,0.17,2.05,1.86,10.14,4.71,1.77,21.43,445.5,43.62,0.07,0.08,1.9,2.72,0.24,1.18,43.62,3.72
Baked stuffed fish,Main Course,Lunch/Dinner,,N,fish,3103.96,742.09,12.91,98.2,33.02,2.11,2.29,17576.59,6945.13,4952.79,224.84,114.39,1107.4,178.56,452.46,1478.4,2.16,0.34,148.39,0.06,0.32,0.04,2.93,228.19,6.57,9.26,3.05,15.75,4.95,67.06,0.32,0.19,7.63,5.78,0.74,2.78,67.06,13.01
Fish pie,Main Course,Lunch/Dinner,,N,pie,1540.39,369.44,23.66,28.27,17.64,3.46,2.31,10233.35,4153.3,1687.84,73.25,110.47,378.12,75.03,311.08,966.53,1.4,0.21,38.31,0.02,0.31,0.08,1.25,133.69,1.98,1.03,0.76,11.08,1.24,37.04,0.16,0.13,2.88,2.03,0.3,2.9,37.04,27.02
Crispy baked fish,Snack,Lunch/Dinner,,N,casserole dish,1640,391.68,27.13,31,18.15,4.32,3.42,10035.88,4065.34,1655.35,81.75,169.9,417.22,68.56,544.56,590.7,1.54,0.2,40.67,0.02,0.43,0.05,1.45,160.69,1.99,9.42,0.76,23.26,1.24,46.78,0.2,0.12,2.91,1.69,0.29,3.45,46.78,16.97
Fish souffle,Main Course,Lunch/Dinner,,N,dish,1719.93,412.61,15.18,31.04,25.24,6.18,0.57,13672.86,6869.05,2091.29,250.12,188.64,439.63,54.63,273.05,494.21,1.74,0.16,51.11,0.02,0.18,0.06,1.69,244.27,2.52,1.09,1.03,1.9,8.3,45.24,0.14,0.27,1.65,2.35,0.27,11.61,45.24,2.41
Potato curry (Aloo ki sabzi),Curry,Lunch/Dinner,,,bowl,750.08,180.52,21,3.06,9.01,3.19,4.88,1105.93,1937.33,5411.6,0,47.84,76.98,50.99,158.02,772.92,1.96,0.2,1.04,0.01,0.56,0.1,0.62,0,4.19,6.8,0,24.37,0,35.58,0.11,0.04,1.54,0.62,0.21,2.88,35.58,42.18
Egg curry (Anda curry),Curry,Lunch/Dinner,,N,bowl,740.08,178.13,6.11,8.16,13.35,2.87,3.17,2541.37,3664.01,5858.6,183,63.04,126.06,32.92,215.41,300.92,2.3,0.15,20.51,0.01,0.43,0.1,0.96,99,4.88,6.61,0.42,22.25,7.3,44.73,0.08,0.13,0.56,0.97,0.19,10.65,44.73,19.03
Vegetable curry with coconut,Main Course,Lunch/Dinner,,,bowl,1286.28,308.67,26.7,10.31,17.3,5.24,12.43,6712.76,2448.97,5531.14,0,72.92,124.77,86.06,161.25,800.62,3.52,0.45,2.29,0.01,1.1,0.13,1.69,0,4.91,19.61,0,72.17,0,87.67,0.35,0.08,2.36,1.15,0.37,6.37,87.67,69.6
Curd with potatoes (Dahi aloo),Side Dish,Lunch/Dinner,,,bowl,946.62,227.19,27.1,5.93,10.32,6.9,4.5,2046.68,2197.66,5433.04,5.5,137.91,164.36,60.21,197.18,983.29,1.79,0.2,2.11,0.01,0.6,0.09,0.95,14,4.19,5.61,0,21.81,0,44.72,0.14,0.17,1.77,0.9,0.26,4.3,44.72,42.93
Potato kofta curry (Aloo kofta curry),Curry,Lunch/Dinner,,,bowl,19111.7,4645.42,28.4,5.71,500.7,6.43,5.71,61913.28,103630.6,314222.2,26.55,79.29,135.04,70.43,307.27,995.33,2.65,0.32,3.41,0.01,1.18,0.18,0.96,53.55,244.86,7.6,0.04,58.58,0.73,48.57,0.15,0.1,1.92,0.93,0.29,5.31,48.57,46.64
Yam kofta curry (Zimikand/Suran kofta curry),Curry,Lunch/Dinner,,,bowl,9970.55,2422.44,28.13,5.36,253.85,4.7,7.79,32112.94,52319.58,158687.2,26.55,62.66,114.02,64.15,316.78,817.95,2.33,0.41,2.89,0.01,0.79,0.1,0.81,53.55,123.86,7.13,0.04,45.35,0.73,43.47,0.11,0.09,1.2,0.77,0.35,7.98,43.47,36.07
Jackfruit kofta curry (Kathal ka kofta curry),Curry,Lunch/Dinner,,,bowl,9914.15,2408.96,23.76,6.04,253.83,17.97,7.23,32106.97,52357.06,158646.1,26.55,85.26,82.29,65.88,300.38,597.15,1.83,0.36,2.2,0.01,1.04,0.1,0.62,53.55,123.47,15.84,0.04,83.15,0.73,63.24,0.12,0.08,1.04,0.58,0.41,7.75,63.24,27.49
Spinach and potato (Palak aloo),Main Course,Lunch/Dinner,,,bowl,796.33,191.57,19.81,5.46,9.45,3.13,6.83,1323.43,1785.85,5737.34,0,146.35,105.01,165.65,209.3,1532.3,5.32,0.39,3.85,0.05,2.11,0.04,1.11,0,6.07,6.93,0,504.93,0,242,0.33,0.18,1.71,0.83,0.39,8.58,242,78.73
Mooli bhujia,Side Dish,Lunch/Dinner,,,bowl,757.33,180.96,9.41,3.35,14.39,2.13,4.68,1791.91,8091.4,3261.36,0,261.67,81.77,80.18,178.04,560.73,4.69,0.36,33.22,0.06,1.46,0.09,0.76,0,0.16,2.23,0,191.4,0,75.87,0.09,0.15,0.81,0.31,0.25,6.29,75.87,80.77
Bathua bhujia,Side Dish,Lunch/Dinner,,,bowl,754.83,180.36,7.2,4.49,14.46,2.14,7.55,1802.97,8072.82,3315.04,0,329.07,72.97,86.8,162.68,769.73,4.68,0.2,2.22,0,2.88,0.07,1.63,0,0.45,2.33,0,341.15,0,71.68,0.11,0.78,1,0.71,0.31,2.53,71.68,66.6
Cabbage rolls (dry) ((Pattagobhi rolls) (dry)),Snack,Lunch/Dinner,,,roll,492.37,118.47,5.07,6.82,7.78,1.05,1.53,3179.29,2440.67,1584.23,27.36,26.22,76.71,17.41,98.16,210.01,0.81,0.06,0.99,0,0.23,0.03,1.19,20.66,1.11,0.6,0,36.2,0,19.01,0.06,0.08,1.62,0.42,0.13,1.37,19.01,12.69
Cabbage rolls (curry) ((Pattagobhi rolls)(curry)),Curry,Lunch/Dinner,,,roll,755.41,181.48,10.24,8.39,11.89,5.54,3.42,3685.49,3273.64,4162.42,27.36,43.43,109.89,38.45,180.55,620.13,1.38,0.21,1.36,0,0.47,0.04,1.42,20.66,4.67,0.85,0,38.07,0,34.04,0.36,0.12,2.75,0.49,0.23,3.56,34.04,26.91
Dry arbi (Sookhi arbi),Snack,Lunch/Dinner,,,bowl,1121.11,270.69,22.28,4.24,17.99,3.11,4.96,2202.75,3690.56,11296,0,45.67,101.64,51.67,162.97,647.72,1.37,0.36,0.46,0.01,0.82,0.1,0.62,0,9.03,2.65,0,11.86,0,32.76,0.09,0.05,0.79,0.27,0.24,4.73,32.76,8.11
Masala arbi,Snack,Lunch/Dinner,,,bowl,892.32,215.37,18.77,3.49,13.83,0.94,3.6,1682.31,2808.71,8672.66,0,37.27,85.99,40.88,303.59,543.17,1.15,0.32,0.33,0.01,0.55,0.07,0.46,0,6.99,0.36,0,4.59,0,20.12,0.06,0.04,0.59,0.13,0.18,3.69,20.12,1.9
Peas brinjal bhartha (Matar baingan bhartha),Dry vegetable,Lunch/Dinner,,,small bowl,915.85,221.23,13.13,5.37,15.84,4.12,9.5,1966.12,3154.06,9863.38,0,51.35,86.4,57.57,166.56,586.18,1.64,0.3,0.6,0.01,0.56,0.05,0.84,0,7.65,9.38,0,49.74,0,82.49,0.2,0.19,1.55,0.84,0.24,5.07,82.49,27.86
Okra/Lady's fingers fry (Bhindi sabzi/sabji/subji),Dry vegetable,Lunch/Dinner,,,bowl,761.38,184.32,7.49,3.04,15.43,2.37,5.94,1918.19,3133.72,9693.24,0,112.92,81.54,87.5,154.32,387.63,1.47,0.2,1.35,0.01,0.48,0.06,0.68,0,8.02,9.27,0,28.54,0,85.27,0.06,0.09,0.87,0.43,0.36,2.69,85.27,29.07
Crispy okra/Crispy lady's fingers (Karare bhindi),Dry vegetable,Lunch/Dinner,,,small bowl,9279.93,2254.47,14.9,6.55,241.28,0.89,6.01,28998.37,49493.35,152634.4,0,94.64,95.72,70.45,138.53,308.94,1.91,0.2,1.64,0,0.62,0.03,0.73,0,119.05,6.03,0,35.47,0,90.04,0.13,0.1,0.98,0.48,0.32,2.95,90.04,18.14
Beans foogath,Dry vegetable,Lunch/Dinner,,,small bowl,789.87,190.35,5.9,3.67,16.71,3.07,7.51,5516.68,2544.6,6673.58,0,80.07,77.03,56.13,147.16,469.76,1.73,0.17,0.75,0.01,0.53,0.07,0.64,0,5.5,4.93,0,29.14,0,86.05,0.08,0.08,1.09,0.42,0.58,7.67,86.05,6.36
Stuffed bittergourd (wet) (Bharwa karele),Dry vegetable,Lunch/Dinner,,,bowl,1047.56,254.05,7.32,2.13,23.85,3.06,4.48,2974.45,4851.71,15001.66,0,26.99,54.15,37.86,563.43,385.16,1.43,0.14,4.37,0.01,0.55,0.05,0.54,0,11.62,1.89,0,7.81,0,63.07,0.07,0.04,0.45,0.39,0.1,6.8,63.07,46.93
Jackfruit/Kathal (dry),Snack,Lunch/Dinner,,,bowl,9726.65,2363.8,22.07,4.49,250.33,17.16,6.42,30119.01,51347.19,158453.2,0,61.81,53.45,56.6,162.84,513.66,1.61,0.33,0.15,0.01,0.82,0.07,0.45,0,123.26,13.25,0,76.76,0,55.34,0.1,0.04,0.91,0.39,0.36,6.1,55.34,21.72
Yam fried (Zimikand/Suran fried),Snack,Lunch/Dinner,,,bowl,9783.05,2377.28,26.44,3.82,250.36,3.88,6.97,30124.98,51309.72,158494.3,0,39.2,85.18,54.87,179.23,734.46,2.1,0.38,0.83,0.01,0.57,0.08,0.64,0,123.65,4.54,0,38.96,0,35.57,0.08,0.05,1.07,0.58,0.3,6.33,35.57,30.3
"Cauliflower, pea and potato bhujia (Phoolgobhi, matar aur aloo bhujia)",Dry vegetable,Lunch/Dinner,,,bowl,758.88,182.93,15.74,5.27,10.59,2.81,6.24,1330.54,2108.42,6606.54,0,40.26,77.53,49.04,165,583.79,1.87,0.2,1.25,0.01,0.67,0.1,0.85,0,5.14,9.25,0,39.17,0,60.04,0.18,0.06,1.34,0.83,0.24,4.27,60.04,53.51
Vegetable jalfrezi,Main Course,Lunch/Dinner,,,bowl,285.55,68.88,5.46,1.41,4.4,1.81,2.99,560.39,876.35,2732.32,0,27.27,33.46,23.02,79.92,272.5,0.69,0.08,0.62,0.01,0.3,0.05,0.24,0,2.11,4.1,0,32.79,0,28.48,0.05,0.04,0.59,0.24,0.14,2.11,28.48,26.08
Vegetables stir fry,Main Course,Lunch/Dinner,,,small bowl,498.22,119.59,12.41,4.02,5.72,3.32,5.34,742.64,1159.05,3470.18,0,51.67,61.47,33.43,213.66,447.07,1.34,0.16,1.04,0,0.37,0.04,0.83,0,3.12,9.42,0,72.75,0,61.93,0.16,0.06,0.93,0.69,0.18,3.53,61.93,38.17
Broccoli delight,Main Course,Lunch/Dinner,,,bowl,343.5,81.19,4.67,4.97,4.96,2.15,5.64,677.2,2481.93,1281.18,0,53.84,95.75,34.11,118.22,514.35,1.42,0.13,1.94,0.01,0.36,0.01,0.79,0,1.77,1.22,0,198.96,0,97.64,0.17,0.16,1.18,0.64,0.16,4.15,97.64,79
Dhansak (vegetarian),Main Course,Lunch/Dinner,,,bowl,830.46,199.57,17.54,8.01,10.07,2.18,10.05,2261.56,1830.35,4936.08,0,63.64,139.46,68.2,82.38,637.49,3.05,0.44,8.72,0.01,0.81,0.45,1.21,0,3.75,3.89,0,47.35,0,45.12,0.15,0.09,1.13,0.55,0.2,1.82,45.12,13.25
